Sample,Subgroup,17:35076296-35282086,14:21464924-21511829,15:21195208-21982746,12:84542006-85443011,1:56126922-56811818,22:26999547-27819338,12:64727853-66012212,12:85986743-87258350,11:80263397-80790766,1:46445058-47002412,2:147413433-147652606,8:36426253-36481039,16:50733339-51847185,4:119714411-119812578,22:27829159-28903600,1:72489681-72620747,1:45231107-46047207,1:2643540-2645074,1:39437661-40202959,11:82288127-82586347,12:74728500-75387573,2:132210961-132323628,3:106589477-111089189,17:77442683-77478901,8:37028146-37290782,1:50444082-51401581,1:58269395-58818282,17:61733108-61833313,15:39590440-39979013,14:18149473-18537177,6:146738-154410,7:99590278-106532636,16:68838368-68874167,12:62137202-62802242,8:36512939-36612488,1:199087690-199111062,1:2927-43870,16:68710277-68751390,8:35875555-36133992,8:43452736-43515874,12:97156507-97840955,18:18594203-18968555,11:58439169-58548776,6:89106148-90015649,11:61339118-61799979,6:18550170-19001738,1:47089264-48831518,5:70716278-70721505,5:70752359-71062539,1:52445317-53651141,6:22060377-24236375,6:110490286-110621141,12:36739877-36991812,15:44193179-48393597,17:78572201-78653545,11:59180249-59841891,6:102825672-106012872,1:12833868-13002452,11:78706656-79810606,17:41983407-42049540,8:135587578-136878332,5:89942176-93303306,19:20552279-20887746,17:444378-446414,6:19049822-20716660,17:23641542-23815398,6:4933188-6340443,7:53092720-54048050,11:58566389-58626432,11:77881751-77985428,5:154006451-157875296,1:16757397-16794038,8:30952516-31295499,14:19268776-19330937,20:61795796-62379059,6:101081707-101714451,6:4651403-4923955,1:59947024-60037860,5:150148732-150201145,1:239337733-239364269,20:29306447-29750304,8:97415915-97633935,1:38432360-38569674,3:153300999-156963893,1:179581225-181371569,1:22674759-23463832,11:69195212-69339332,20:45124342-45222725,4:5224-61876,15:22374850-23389141,16:30561643-31835555,11:103640528-105452607,23:3229-45135,3:196947293-196962380,6:139797732-140252392,15:32605086-32654561,16:54354643-54379834,1:141500919-141527782,19:232836-236846,15:41676219-44156737,15:32523241-32594902,9:153131-194193,10:135142920-135266354,8:35204286-35426691,17:457721-461603,14:95084499-96542228,17:5343504-7517491
Array.38,Triple Neg,-1,1,-1,-1,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,-1,2,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,-1,2,-1,1,0,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,0,-1,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,0,0,1,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
Array.72,HER2+,2,0,-1,0,0,0,2,0,1,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,-1,1,0,0,1,0,-1,0,0,0,0,-1,0,1,0,-1,1,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,-1,-1,1,-1,0,0,0,1,1,1,0,0,1,0,1,1,0,-1,0,0,0,1,1,0,0,1,0,0,0,0,0,-1,0,0,0
Array.137,HR+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,-1,-1,-1
Array.145,Triple Neg,0,1,-1,-1,-1,0,-1,-1,0,1,-1,-1,-1,0,0,-1,1,0,1,-1,-1,0,-1,0,0,1,-1,-1,-1,-1,0,1,0,-1,-1,1,-1,0,-1,0,-1,0,-1,0,0,0,1,-1,-1,1,0,0,0,-1,0,-1,0,-1,-1,0,1,-1,1,1,0,0,-1,1,-1,1,-1,0,-1,-1,1,0,0,-1,-1,1,0,1,1,0,1,-1,2,-1,0,-1,0,-1,-1,1,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1
Array.31,Triple Neg,0,0,0,0,1,1,0,0,2,1,1,2,2,0,1,-1,1,1,1,2,0,1,0,1,2,1,1,0,0,1,1,1,1,0,2,-1,1,2,2,2,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,2,-1,0,0,1,1,1,0,1,0,1,2,0,1,0,0,0,1,1,1,0,1,0,2,1,1,0,1,1,0,1,0,1,2,1,1,0,-1,1,1,0,0,-1,0,1,2,0,0,0
Array.135,Triple Neg,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,-1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,-1,0,1,0,0,-1,1,1,1,0,0,0
Array.21,HER2+,2,1,1,0,0,0,1,0,1,0,0,-1,1,0,1,1,0,0,0,1,1,0,0,1,-1,0,1,1,0,1,1,1,0,1,-1,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,-1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,2,0,-1,1,0,0
Array.53,HER2+,2,0,-1,0,0,0,0,0,0,0,-1,0,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,0,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,0,-1,0,-1,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,-1,-1,1,-1,1,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1
Array.59,HR+,0,1,-1,0,-1,0,0,0,-1,-1,-1,2,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,1,-1,0,0,0,2,-1,-1,-1,2,1,0,0,1,-1,-1,-1,-1,0,0,-1,-1,-1,0,-1,-1,1,0,-1,-1,0,1,0,0,0,-1,0,-1,0,1,-1,0,0,-1,1,0,0,-1,-1,0,-1,0,2,-1,0,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,0
Array.71,Triple Neg,0,-1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,-1,-1,1,1,0,0,1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,-1,1,0,2,0,0,0,0,-1,-1,0,1,2,-1,1,0,0,0,0,-1,0,2,-1,0,-1,-1,0,-1,0,0,-1,1,0,1,0,1,1,0,2,0,0,0,0,-1,1,1,0,0,0,1,0,0,0,-1,-1,0,0,-1,0
Array.107,Triple Neg,-1,0,-1,-1,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,-1,0,1,0,-1,0,-1,1,0,-1,-1,0,1,1,0,-1,0,-1,1,0,0,0,0,-1,0,0,1,-1,1,0,-1,0,-1,0,-1,1,1,0,1,0,-1,1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,1,0,0,0,1,1,-1,0,0,0,-1,-1,1,-1
Array.64,Triple Neg,0,0,-1,-1,-1,1,-1,-1,0,-1,0,1,0,0,1,-1,-1,1,-1,0,-1,0,0,0,1,-1,-1,0,-1,-1,0,0,0,-1,1,0,0,0,0,0,0,-1,-1,1,-1,1,-1,0,-1,-1,1,1,0,-1,0,-1,1,0,0,1,1,-1,0,0,1,0,1,1,-1,0,-1,0,0,-1,0,1,1,-1,-1,1,1,1,-1,1,1,0,0,0,-1,-1,0,0,0,1,1,-1,0,0,0,-1,-1,1,-1,0,0,-1,-1
Array.93,Triple Neg,0,1,0,0,1,1,0,0,0,1,1,-1,0,0,1,0,1,1,1,0,0,1,1,0,-1,1,1,0,0,0,1,1,0,0,-1,1,0,-1,-1,-1,0,1,0,1,0,1,1,-1,0,1,1,1,0,0,2,0,1,0,0,0,0,0,1,1,1,0,2,1,1,0,0,1,-1,0,0,1,2,1,0,1,0,0,1,1,1,-1,0,0,0,0,0,0,1,1,1,0,0,1,-1,0,0,2,0,-1,0,0,0
Array.10,HER2+,2,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,1,0,0,0,1,0,0,-1,1,0,0,-1,1,0,0,0,-1,0,0,-1,0,0,-1,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,1,-1,0,-1,0,1,0,0,-1,0,1,0,0,1,-1,0,0,-1,1,0,-1,0,-1,1,-1,0,0,-1,-1,-1,0,0,0
Array.123,HR+,0,0,0,1,0,-1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,-1,0,1,0,0,0,1,0,0,0,1,-1,1,0,0,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,1,0,-1,0,0,0,1,0,-1,0,1,0,0,0,1,0,0,-1,0,0,1,-1,0,0,0,0,0,2,0,0,0,-1,0,1,0,0,0,-1,-1,1,-1,0,0,0,-1,0,0,-1,0,0,0,-1,-1
Array.100,HR+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Array.134,HR+,1,1,0,1,-1,-1,1,1,0,-1,0,0,-1,0,-1,-1,-1,1,-1,0,1,0,1,1,0,-1,-1,1,0,0,0,0,-1,1,0,1,-1,-1,0,1,1,-1,0,-1,0,1,-1,0,0,-1,1,-1,1,0,1,0,-1,-1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,-1,-1,1,-1,1,1,0,1,1,1,-1,1,1,-1,0,1,0,0,1,0,0,1,-1,0,-1,1,-1,0,0,-1,-1,-1,1,0,1
