Sample,Subgroup,17:35076296-35282086,8:39356595-39363050,22:41307174-41912419,15:21195208-21982746,15:18362555-18431773,14:73071404-73092018,3:75845446-75858339,8:68236561-69486500,3:137852057-143671669,11:15925810-16521314,8:39368509-39505256,14:19268776-19330937,14:67886288-68140129,8:36153626-36327657,6:131304839-132036965,4:69215734-69311985,14:51010758-52051333,8:47740011-48934830,12:64727853-66012212,16:82128902-83298645,22:22695759-22714749,1:245150122-245299678,6:160123384-160978168,13:73137009-77218661,1:1271190-1590570,7:143321677-143391065,14:96585545-96889176,23:153997146-154492924,8:97415915-97633935,1:2664285-2665530,6:89106148-90015649,8:76956931-78656441,12:84542006-85443011,20:58516115-59189405,20:1516966-1539155,1:244693374-244865778,16:68710277-68751390,11:103640528-105452607,13:77224204-78743491,6:29962849-30010234,1:1676445-1703748,14:19350230-19397709,6:18550170-19001738,12:69315717-70369674,1:13520352-15852641,8:54691654-55840039,12:11404653-11430887,23:3229-45135,14:22022060-22034704,1:17030134-17037487,16:69391442-69397102,1:42754729-43839204,14:19154992-19216369,23:88434081-88986061,16:47380507-47610756,15:20307869-20387327,14:38908039-40550969,18:42452207-44456688,15:100182702-100200937,14:19665289-19995996,3:75870144-75896020,18:19733211-22259536,16:72933295-73012768,16:86985669-88124384,1:19200088-21470929,9:561049-564737,18:14091869-14112462,17:7522884-8559106,1:16757397-16794038,8:32812909-32947324,7:461136-511452,23:282116-343473,11:70519863-70552702,16:28087-37133,17:15462570-16521872,15:32605086-32654561,19:232836-236846,1:12800742-12805297,20:61795796-62379059,15:18657388-18683110,20:34883639-35743960,16:33433058-33486907,14:21518235-22000194,18:121700-128568,8:8148437-11897919,22:22681244-22690716,16:68606309-68648091,6:151271304-151882964,1:146525071-146549143,9:24873989-25144678,12:44923991-45851001,23:491711-524509,15:18722595-18790589,1:120313797-120384620,17:2333732-2343255,6:4651403-4923955,2:60860846-61005290,6:132048194-133414796,17:11469879-12854787,8:29497110-29571339,9:21698371-22292223,1:179443743-179575821,1:145820605-146012014,8:29592601-30101874,15:32523241-32594902,16:29560500-29582349,8:31336091-31896351
Array.117,HR+,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,1,-1,1,0,0,-1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,-1,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,0,1,0,0,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,1,0,-1,0,0
Array.38,Triple Neg,-1,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,-1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,-1,1,0,-1,1,0,0,0,-1,0,-1,0,-1,1,-1,0,0,-1,-1,0,0,0,-1,0,1,1,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1
Array.137,HR+,0,1,-1,0,0,-1,-1,0,-1,0,1,1,-1,0,0,0,-1,0,0,-1,-1,1,0,-1,0,1,-1,1,0,1,0,0,0,0,0,1,-1,-1,-1,0,0,1,0,0,0,0,-1,0,-1,1,-1,0,1,1,0,0,-1,0,0,1,-1,0,-1,-1,0,0,0,-1,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,0,-1,0,0,1,1,0,0,0,0
Array.31,Triple Neg,0,0,1,0,0,-1,1,2,1,0,0,0,0,2,1,-1,0,2,0,1,-1,1,0,0,1,1,0,2,2,1,1,2,0,0,1,1,2,2,0,1,1,0,1,0,1,0,-1,1,0,1,1,1,1,1,2,0,0,1,1,0,0,1,1,1,1,0,1,0,1,2,1,1,1,0,0,-1,0,1,0,0,0,1,1,1,0,0,1,0,1,-1,0,1,1,1,0,1,1,1,0,0,-1,0,1,0,-1,1,0
Array.135,Triple Neg,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,-1,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,-1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,-1,1,1
Array.111,Triple Neg,0,-1,1,0,0,0,0,1,1,0,-1,-1,0,-1,0,-1,0,1,0,0,-1,1,1,1,1,2,0,1,1,1,1,1,0,1,1,2,1,1,1,1,0,-1,1,0,-1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,-1,1,1,0,1,0,0,0,-1,1,0,1,0,1,0,-1,-1,0,1,1,1,0,1,0,1,0,1,1,0,0,-1,1,1,0,-1,0,0,-1
Array.7,HR+,-1,0,-1,0,0,-1,0,1,1,0,0,-1,0,-1,-1,1,0,1,0,0,1,1,-1,0,0,0,1,1,1,0,-1,1,-1,0,0,1,0,-1,0,-1,0,-1,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,2,-1,0,-1,0,0,-1,-1,-1,0,2,1,-1,0,0,-1
Array.21,HER2+,2,-1,1,1,1,0,0,1,0,0,-1,-1,0,-1,0,1,2,0,1,0,-1,1,1,0,0,1,0,2,1,0,0,1,0,2,0,1,-1,0,0,1,-1,-1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,2,0,0,0,0,0,-1,0,0,2,0,0,0,-1,1,0,-1,0,0,0,1,0,2,1,0,1,1,0,-1,-1,0,0,0,0,1,0,1,0,0,1,1,0,0,-1,0,0,0,-1,0,1,-1
Array.53,HER2+,2,1,0,-1,-1,-1,0,0,0,-1,1,-1,0,0,0,-1,0,0,0,-1,-1,0,-1,1,0,-1,0,2,0,0,-1,0,0,0,0,0,-1,0,1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,-1,0,1,-1,0,-1,-1,0,0,-1,0,-1,0,0,0,-1,-1,0
Array.59,HR+,0,0,-1,-1,0,-1,0,2,0,-1,0,1,-1,2,-1,-1,0,1,0,0,0,0,-1,0,-1,0,-1,0,2,-1,-1,2,0,0,-1,1,-1,-1,0,-1,-1,1,-1,0,-1,1,0,0,0,-1,0,-1,1,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,-1,-1,0,-1,0,0,0,0,1,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1
Array.47,Triple Neg,0,1,1,0,0,-1,-1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,-1,1,1,0,-1,0,-1,0,1,0,0,-1,0,1,1,0,0,0,0,0,1,-1,-1,0,-1,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,0,0,0,0,0,-1,0,-1,-1,0,-1,0,-1,1,0,0,-1,0,-1,0,0,0,0,0,0
Array.64,Triple Neg,0,2,0,-1,0,-1,-1,0,1,0,2,-1,0,1,1,-1,0,0,-1,0,1,1,0,-1,0,1,-1,2,1,1,1,0,-1,0,-1,1,0,0,-1,0,0,-1,1,-1,0,0,0,0,0,0,0,-1,-1,1,0,-1,0,-1,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,-1,0,0,-1,1,0,0,0,1,-1,1,0,0,-1,1,0,1,0,-1,1,1,0,-1,-1,0,0
Array.30,Triple Neg,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,-1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,-1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,-1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Array.10,HER2+,2,0,-1,0,0,0,0,1,0,0,0,0,0,-1,1,-1,0,1,0,0,-1,1,-1,0,0,1,0,1,0,0,-1,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,0,0,-1,0,1,0,0,0,0,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,-1,0,0,-1
Array.123,HR+,0,1,0,0,0,-1,0,1,0,0,1,0,-1,0,-1,-1,0,0,2,-1,-1,1,-1,0,0,1,-1,1,2,0,0,2,1,1,0,1,-1,-1,0,1,0,0,1,2,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,0,1,0,1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0
Array.134,HR+,1,1,-1,0,0,-1,1,1,1,1,2,-1,0,0,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,0,0,1,1,-1,-1,1,1,1,1,1,-1,0,-1,1,-1,-1,1,1,-1,1,1,0,0,-1,-1,-1,0,1,-1,0,0,-1,0,0,1,-1,-1,-1,-1,0,0,1,0,-1,0,0,0,1,1,0,-1,-1,1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,0,0,0,0,1,0,-1,1,-1,-1,1,1,-1,0,1,-1
Array.130,HER2+,2,2,0,0,0,-1,-1,1,0,-1,2,0,1,0,1,-1,0,1,0,0,-1,1,0,0,0,1,0,1,1,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,1,0,0,0,-1,0,-1,0,0,0,1,-1,0,0,0,1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,1,-1,-1,0,0,0,-1,0,0,-1
