Sample,Subgroup,17:35076296-35282086,16:67314736-68371045,4:102672728-104401802,12:63574243-64694907,22:22725750-22731544,17:61247968-61578637,16:45322798-45965768,3:18712267-19922255,11:19570565-20098137,15:55258039-57620619,14:35347136-36478421,5:150148732-150201145,11:76374332-76586638,5:802518-826044,15:53166-592121,9:40361684-40520747,6:18550170-19001738,12:70462057-70560603,23:959048-1235529,3:75479859-75535753,1:199087690-199111062,18:19733211-22259536,20:194755-763411,5:69274433-70345552,5:763494-786455,6:64633346-64705894,14:21420105-21448635,6:32766023-32821094,8:39356595-39363050,2:216395222-217154796,1:189337051-193443252,22:26999547-27819338,3:87336579-87661897,16:72933295-73012768,1:12833868-13002452,16:69391442-69397102,3:89488409-89516057,11:3327942-5733442,10:45478103-45534651,18:24650677-28276824,11:68740184-68819585,12:74674175-74721164,11:58439169-58548776,1:145820605-146012014,1:193480150-193527058,9:43094089-43410478,5:54350373-55141379,5:62457701-65999278,5:34119335-34407822,3:19936335-24520200,18:22269177-22793854,11:74773664-74787471,15:20307869-20387327,15:57627602-58554678,20:60193218-60328797,3:41249898-46752789,6:1358498-1359129,4:104413477-106965473,6:611289-618999,2:34904779-39267014,22:22651385-22665928,6:252939-284743,1:117757490-118781178,1:149579637-149582884,1:2664285-2665530,1:149369522-149394958,1:46054586-46436383,11:68821295-68894909,6:40747924-42826227,8:39368509-39505256,16:68710277-68751390,6:110490286-110621141,16:30561643-31835555,23:1317216-1398694,11:71381835-71406223,18:51630663-51747511,6:89106148-90015649,6:19049822-20716660,8:7040596-7261418,6:102825672-106012872,1:58269395-58818282,19:232836-236846,8:166452-181530,17:37416931-38029088,8:32962484-33337952,1:146581869-146634734,8:55862289-56770315,1:149591108-149598429,17:76653190-76693851,14:105602756-105630089,23:3229-45135,1:17042808-19187091,8:12623479-14185328,22:41221190-41290227,22:37683612-37705310,3:196908262-196937230,6:170856656-170943103,22:37717564-37801946,1:141474904-141491470,1:239391358-239517083,9:42913008-43066618,15:39590440-39979013,8:36512939-36612488,1:146525071-146549143,17:35991941-36074566,7:38077657-38154547,17:8567837-9872633,7:38065862-38069416,6:97827305-98245127,1:199273751-199356111,17:16578627-16713678,15:32605086-32654561
Array.141,HR+,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,0,1,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,-1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
Array.43,HR+,0,-1,1,0,-1,0,1,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,-1,1,-1,2,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,1,0,-1,0,0,-1,2,-1,-1,1,1,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,0,2,1,0,-1,-1,0,-1,0,-1,0,-1,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0
Array.159,Triple Neg,-1,0,-1,-1,1,2,0,-1,-1,0,0,-1,1,1,0,0,1,-1,1,0,0,1,-1,-1,1,0,1,0,-1,0,0,1,0,0,-1,0,0,-1,0,1,0,-1,0,1,0,1,0,-1,0,-1,1,1,0,0,0,-1,0,-1,-1,0,1,0,0,1,0,-1,-1,0,0,-1,0,-1,0,1,1,0,0,1,0,-1,0,-1,0,-1,-1,1,0,1,-1,0,0,-1,-1,0,0,-1,-1,0,0,1,1,-1,-1,1,-1,0,0,0,0,0,0,0
Array.52,HR+,-1,-1,0,1,0,1,-1,0,0,-1,0,0,-1,1,0,-1,0,0,0,0,1,0,0,0,1,-1,0,0,-1,0,1,0,0,-1,0,-1,0,0,0,0,-1,0,-1,0,1,-1,0,0,1,0,0,-1,0,-1,1,0,0,0,0,0,1,-1,-1,1,1,0,0,-1,0,-1,-1,-1,1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,0,-1,0,-1,1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,-1
Array.125,HER2+,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Array.152,HER2+,2,-1,0,1,0,-1,1,0,-1,-1,1,-1,1,1,0,1,0,1,0,-1,0,-1,0,-1,1,0,1,0,2,0,0,0,-1,-1,0,-1,-1,-1,0,-1,1,1,1,0,0,1,-1,-1,1,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,-1,1,1,0,0,-1,-1,0,-1,1,0,0,-1,-1,-1,0,1,0,-1,1,0,0,-1,0,-1,0,1,0,0,0,1,-1,2,0,-1,0,-1,0,1,0,-1,-1
Array.50,Triple Neg,0,1,1,0,1,1,1,0,0,0,1,0,0,-1,0,1,1,0,1,0,1,0,1,0,-1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,-1,-1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,2,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,-1,0,0,1,1,2,1,1,1,0,1,1,-1,2,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0
Array.23,HR+,1,0,-1,1,0,1,0,0,1,0,1,-1,0,0,0,0,0,1,0,0,1,1,1,-1,0,-1,1,0,0,0,1,0,0,0,0,0,0,-1,-1,1,0,1,0,1,1,0,-1,-1,1,0,1,0,0,0,1,0,-1,-1,0,0,0,1,1,1,1,2,0,0,0,0,0,-1,1,0,0,1,-1,0,-1,-1,0,1,-1,1,-1,1,1,1,-1,0,0,0,-1,0,0,0,-1,0,1,1,1,0,0,1,-1,1,-1,0,-1,1,-1,0
Array.68,HER2+,2,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,1,0,0,0,0,-1,0,-1,0,-1,0,-1,0,1,0,1,0,1,-1,-1,0,0,0,0,0,-1,0,2,0,-1,0,0,0,-1,0,0,0,0,0
Array.94,HR+,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,1,0,2,0,2,0,1,0,-1,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,1,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,-1,1,0,0
Array.153,Triple Neg,-1,-1,-1,-1,0,1,1,-1,0,-1,1,-1,0,1,-1,0,1,-1,0,-1,0,0,-1,-1,1,1,1,1,-1,0,0,0,2,-1,-1,-1,0,-1,0,0,0,-1,-1,1,0,0,-1,-1,0,-1,0,0,-1,-1,0,0,0,-1,0,1,0,0,0,1,-1,0,0,0,1,-1,-1,-1,1,0,0,0,0,1,-1,-1,0,0,-1,-1,-1,1,0,1,1,-1,0,-1,-1,0,0,0,-1,0,1,1,0,-1,-1,1,-1,-1,-1,-1,0,0,-1,-1
Array.51,HER2+,2,0,1,0,1,1,0,1,1,1,1,0,1,2,1,1,1,0,1,1,1,0,1,0,1,1,0,1,-1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,0,1,1,1,1,0,1,1,-1,1,1,0,-1,1,0,1,2,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1
Array.142,HR+,1,1,0,1,-1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,0,1,-1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,2,0,0,1,-1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,-1,1,0,0,-1,-1,1,-1,-1,0,1,1,0,0,1,1,1,-1,1,0,1,-1,0
Array.144,HER2+,2,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,2,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,-1,0,-1,-1,0,-1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,1,1,1,0,-1,0,0,-1,0,0,-1,0,0,1,1,1,0,1,1,-1,0,-1,0,0,1,0,1
Array.37,HR+,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,-1,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Array.18,HER2+,2,0,0,0,0,0,0,-1,-1,-1,-1,0,0,1,0,0,0,0,0,-1,0,-1,0,-1,1,0,0,0,0,1,1,0,0,0,-1,0,0,-1,0,-1,0,0,0,1,1,0,-1,-1,0,-1,-1,0,-1,-1,1,-1,0,0,-1,0,0,-1,1,1,0,2,2,0,0,-1,0,-1,1,0,0,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,0,0,0,-1,-1,0,0,0,-1,0,1,1,0,-1,-1,1,-1,0,-1,0,-1,1,-1,-1
Array.82,HR+,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,-1,0,1,0,1,-1,1,1,1,1,0,0,0,0,1,0,-1,0,-1,0,1,1,1,1,-1,-1,0,0,0,-1,0,0,0,1,0,0,0,0,1,1,0,-1,0,1,1,-1,-1
Array.75,HER2+,2,0,-1,0,0,0,0,-1,-1,0,1,-1,-1,1,-1,-1,0,0,1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,0,-1,-1,-1,-1,1,0,-1,0,-1,0,0,0,0,0,1,0,-1,1,-1,0,1,-1,0,0,1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,1,-1,-1,0,0,-1,0,0,-1,0,0,0,-1,0,1,-1,0,-1,1,-1,1,1,0,-1,-1
Array.139,HER2+,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,1,0,0,-1,1,-1,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,1,1,1,1,-1,0,0,-1,0,0,0,0,0,1,1,0,0,-1,1,-1,0,-1,0,0,1,-1,0
Array.117,HR+,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,-1,-1,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1
Array.60,HR+,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,-1,-1,0,1,0,0,-1,0,0,-1,0,1,0,0,0,1,0,1,0,-1,0,0,0,0,-1,0,-1,0,0,0,1,0,0,1,0,0,0,0,-1,1,0,0
Array.38,Triple Neg,-1,0,0,0,-1,0,0,0,0,-1,-1,-1,0,2,-1,0,-1,0,-1,-1,0,1,0,-1,2,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,-1,-1,0,-1,0,-1,0,0,-1,-1,0,0,1,0,0,-1,0,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1,0,0,0,-1,-1,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,1,-1,1,-1,0,-1,-1
Array.72,HER2+,2,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,1,1,-1,-1,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,0,-1,1,1,1,0,-1,0,0,-1,0,0,-1,0,0,0,1,0,0,-1,1,1,0,0,0,-1,1,0,0
Array.104,Triple Neg,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Array.111,Triple Neg,0,1,0,0,1,0,1,-1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,-1,1,1,1,1,1,-1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,-1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,-1,1,2,0,1,0,0,1,1,0,2,-1,0,-1,0,-1,1,1,1,0,1,1,0,-1,1,-1,1,1,1,1,1,1,0,-1,1,0,1,0,1,1,1,0,0
Array.7,HR+,-1,0,-1,0,-1,2,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,0,-1,1,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,1,1,1,0,1,1,0,0,-1,-1,-1,0,-1,-1,1,0,0,0,-1,1,-1,0,-1,1,-1,0,-1,0
Array.53,HER2+,2,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,1,-1,-1,-1,0,0,0,0,-1,0,-1,1,-1,0,-1,1,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,0,-1,0,0,-1,1,-1,0,-1,0,0,-1,-1,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,1,-1,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1
Array.71,Triple Neg,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,-1,-1,-1,1,-1,-1,0,-1,0,0,0,0,1,0,-1,-1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,1,0,2,0,-1,2,0,0,0,-1,-1,0,-1,-1,0,0,-1,0,-1,1,1,1,0,-1,1,0,-1,0,0,1,-1,0,1,1,0,0,0,1,0,-1,1,-1,2,1,0,0
Array.47,Triple Neg,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,0,-1,0,0,1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0
Array.107,Triple Neg,-1,0,-1,0,-1,0,0,0,-1,-1,0,-1,0,0,-1,0,1,0,0,0,0,0,0,-1,0,1,0,1,1,-1,1,-1,0,-1,0,0,0,-1,0,0,-1,0,-1,-1,1,0,0,-1,0,0,0,0,-1,-1,1,0,0,-1,1,0,-1,1,0,1,0,2,0,-1,1,1,-1,1,0,0,-1,0,0,1,0,1,0,1,-1,0,-1,0,0,1,0,-1,0,0,-1,-1,-1,1,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,1,-1,0
Array.64,Triple Neg,0,0,-1,-1,1,0,0,0,0,-1,0,-1,0,1,0,0,1,-1,0,0,0,-1,-1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,-1,0,-1,0,-1,-1,0,1,0,-1,-1,1,0,-1,0,-1,-1,0,0,0,-1,0,-1,1,0,-1,1,1,1,-1,0,0,2,0,1,0,0,0,-1,1,1,-1,1,-1,0,-1,0,0,1,0,1,0,-1,0,0,-1,0,0,1,0,0,0,1,0,-1,1,0,0,1,0,1,1,1,0,-1
Array.89,HR+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
Array.35,HR+,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,-1,-1,1,-1,-1,0,0,1,1,0,-1,0,1,0,1,0,0,0,1
Array.93,Triple Neg,0,0,0,0,1,0,0,-1,2,0,0,0,0,0,0,1,1,0,1,-1,1,1,0,-1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,-1,1,0,0,0,0,-1,1,0,1,1,0,1,1,2,0,-1,1,0,1,0,-1,1,0,1,0,1,1,1,-1,1,1,-1,0,0,-1,1,-1,1,2,-1,1,0,-1,0,-1,1,1,0,1,1,1,0,-1,1,0,1,0,1,1,1,0,0
Array.134,HR+,1,-1,0,1,-1,1,-1,1,1,0,0,0,0,0,0,-1,1,1,0,1,1,-1,1,0,0,1,0,1,1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,2,1,0,1,1,0,0,0,0,1,-1,0,0,0,1,1,0,0,1,0,-1,1,-1,1,-1,-1,-1,2,1,2,-1,-1,1,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,0,-1,-1,-1,-1,1,-1,-1,0,1,0,0,0,1,1,1,1,1,-1,1,1,0
Array.130,HER2+,2,0,0,0,0,0,0,0,0,0,0,-1,0,2,0,0,0,0,0,0,0,0,-1,-1,2,0,0,0,2,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,1,1,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,1,-1,0
